;Gender;EthnicGroup;ParentEduc;LunchType;TestPrep;ParentMaritalStatus;PracticeSport;IsFirstChild;NrSiblings;TransportMeans;WklyStudyHours;MathScore;ReadingScore;WritingScore
478;male;group B;high school;standard;completed;married;sometimes;;0;school_bus;5 - 10;31;36;34
478;female;group D;master's degree;standard;none;single;never;yes;1;private;5 - 10;;64;70
478;male;group B;bachelor's degree;standard;none;married;never;no;1;school_bus;< 5;71;68;65
478;male;group D;associate's degree;standard;none;widowed;sometimes;no;1;school_bus;5 - 10;;52;54
478;female;group B;high school;standard;none;single;sometimes;no;1;school_bus;5 - 10;71;84;80
478;male;;some college;free/reduced;completed;single;never;no;1;school_bus;< 5;66;79;75
478;male;group A;some high school;standard;none;married;sometimes;yes;1;school_bus;< 5;59;51;45
478;female;;associate's degree;free/reduced;completed;single;sometimes;no;1;school_bus;5 - 10;;40;48
478;male;group C;high school;standard;none;married;regularly;yes;;private;< 5;63;56;55
478;female;group D;;free/reduced;completed;single;sometimes;yes;2;private;5 - 10;48;64;68
478;male;group B;high school;standard;none;married;sometimes;;2;private;< 5;43;37;35
478;female;group D;associate's degree;free/reduced;completed;married;sometimes;no;2;private;5 - 10;78;92;89
478;male;group E;associate's degree;standard;none;married;sometimes;yes;2;private;< 5;72;72;66
478;male;group E;master's degree;free/reduced;none;single;sometimes;yes;2;school_bus;< 5;64;64;66
478;male;group D;high school;standard;none;divorced;sometimes;yes;2;school_bus;> 10;69;70;66
478;male;group D;high school;free/reduced;completed;married;sometimes;yes;2;school_bus;5 - 10;55;53;59
478;female;;high school;standard;none;single;regularly;no;2;school_bus;5 - 10;60;63;66
478;female;group B;bachelor's degree;standard;none;single;;yes;2;private;5 - 10;90;99;92
478;female;group A;some college;standard;;divorced;sometimes;yes;2;private;5 - 10;63;72;78
478;female;group C;;standard;completed;married;regularly;;2;school_bus;< 5;83;99;99
478;male;group C;high school;standard;none;single;regularly;yes;2;school_bus;5 - 10;86;76;72
478;male;group D;high school;free/reduced;none;single;sometimes;yes;3;school_bus;< 5;64;60;56
478;female;group C;some college;standard;completed;married;regularly;no;3;private;;74;89;85
478;female;group C;associate's degree;standard;completed;divorced;sometimes;no;3;private;5 - 10;68;76;74
478;female;group C;some college;standard;none;married;regularly;no;3;school_bus;5 - 10;50;58;55
478;male;group A;bachelor's degree;free/reduced;none;divorced;sometimes;yes;3;private;5 - 10;66;53;46
478;male;group B;some high school;standard;completed;divorced;regularly;no;3;school_bus;< 5;81;61;64
478;female;group C;some college;free/reduced;completed;divorced;sometimes;yes;4;school_bus;5 - 10;47;76;71
478;male;group A;associate's degree;free/reduced;none;single;never;yes;5;private;5 - 10;;53;42
478;male;group C;some high school;standard;completed;married;never;yes;6;school_bus;;54;57;51
479;male;group A;bachelor's degree;free/reduced;none;married;sometimes;yes;0;school_bus;5 - 10;49;39;42
479;female;group B;some college;standard;completed;married;regularly;yes;0;school_bus;5 - 10;73;90;83
479;male;group C;high school;standard;none;divorced;sometimes;yes;0;school_bus;< 5;57;50;45
479;male;group C;some high school;free/reduced;none;married;sometimes;yes;0;private;5 - 10;73;70;58
479;male;;bachelor's degree;standard;none;single;sometimes;yes;1;school_bus;> 10;88;80;77
479;male;group D;high school;free/reduced;completed;married;regularly;no;1;school_bus;> 10;81;76;70
479;female;group B;some college;standard;completed;married;regularly;yes;1;school_bus;> 10;82;89;98
479;male;group D;bachelor's degree;standard;none;single;sometimes;yes;1;school_bus;5 - 10;64;60;63
479;female;group B;high school;free/reduced;completed;;sometimes;yes;1;school_bus;5 - 10;45;57;55
479;male;group C;bachelor's degree;free/reduced;none;divorced;sometimes;yes;1;school_bus;5 - 10;70;76;67
479;male;group B;associate's degree;standard;none;;sometimes;no;1;;< 5;57;63;56
479;female;group E;some high school;free/reduced;completed;;sometimes;no;1;school_bus;5 - 10;66;80;73
479;female;group B;some high school;free/reduced;none;divorced;sometimes;yes;;school_bus;;28;42;39
479;female;group A;bachelor's degree;standard;none;married;regularly;no;;school_bus;< 5;71;79;78
479;female;group D;associate's degree;free/reduced;none;married;sometimes;yes;2;;5 - 10;42;55;58
479;female;group D;associate's degree;free/reduced;none;married;sometimes;no;2;;5 - 10;61;63;69
479;female;group A;master's degree;standard;none;single;regularly;;2;school_bus;5 - 10;64;73;69
479;male;group C;associate's degree;free/reduced;none;married;sometimes;yes;2;private;< 5;44;42;38
479;female;group E;bachelor's degree;standard;none;married;regularly;no;2;private;> 10;100;97;100
479;female;group D;bachelor's degree;standard;none;divorced;sometimes;no;3;private;5 - 10;77;87;87
479;female;group D;;standard;none;widowed;never;yes;3;private;< 5;;79;81
479;female;group C;some high school;free/reduced;none;single;sometimes;yes;3;school_bus;< 5;57;65;63
479;female;group C;high school;free/reduced;completed;married;sometimes;no;3;school_bus;< 5;64;87;85
479;female;group C;high school;standard;none;married;sometimes;yes;3;school_bus;< 5;69;77;78
479;male;group B;bachelor's degree;standard;none;married;sometimes;yes;3;school_bus;;78;74;76
479;male;group E;associate's degree;standard;none;single;sometimes;yes;4;school_bus;> 10;78;72;68
479;female;group B;some college;free/reduced;none;married;regularly;;4;private;5 - 10;76;82;78
479;female;group E;bachelor's degree;standard;none;married;regularly;yes;4;school_bus;5 - 10;94;93;92
479;male;group E;associate's degree;standard;completed;single;regularly;yes;4;school_bus;5 - 10;100;90;88
479;male;group C;associate's degree;standard;none;divorced;regularly;no;5;school_bus;< 5;;85;84
479;female;group B;;free/reduced;none;divorced;sometimes;no;6;school_bus;5 - 10;67;74;65
48;male;group B;some high school;free/reduced;none;married;regularly;yes;0;school_bus;> 10;38;39;37
48;female;group D;bachelor's degree;standard;completed;single;sometimes;yes;0;private;> 10;71;66;73
48;male;group C;some college;free/reduced;completed;married;sometimes;yes;0;school_bus;5 - 10;60;54;56
48;female;group B;some college;free/reduced;completed;married;regularly;yes;0;private;5 - 10;52;57;68
48;female;group E;some high school;standard;none;married;sometimes;yes;0;school_bus;5 - 10;89;97;93
48;male;group D;some college;free/reduced;none;divorced;sometimes;no;1;school_bus;> 10;;62;59
48;female;group D;high school;standard;none;married;regularly;yes;1;school_bus;< 5;57;58;57
48;male;group A;high school;standard;none;married;sometimes;yes;1;private;> 10;86;59;65
48;male;group E;bachelor's degree;standard;;single;regularly;yes;1;private;5 - 10;;70;76
48;male;group C;some high school;standard;completed;married;regularly;no;1;private;5 - 10;77;72;75
48;male;group C;some college;standard;none;married;sometimes;no;1;school_bus;> 10;42;43;38
48;male;;some college;free/reduced;none;single;sometimes;yes;1;school_bus;< 5;;65;58
48;female;group C;associate's degree;standard;completed;married;regularly;;1;private;> 10;91;99;100
48;female;;some college;standard;none;single;regularly;no;;school_bus;< 5;74;89;88
48;male;group D;associate's degree;standard;none;married;regularly;yes;2;school_bus;5 - 10;77;59;63
48;female;group D;;standard;none;single;never;yes;2;private;5 - 10;59;61;63
48;male;group E;master's degree;free/reduced;none;married;never;yes;2;private;5 - 10;56;61;56
48;male;group C;master's degree;standard;;married;regularly;yes;2;school_bus;< 5;94;92;98
48;male;group C;associate's degree;free/reduced;;married;sometimes;;2;private;> 10;56;55;59
48;female;group A;some college;standard;none;married;sometimes;yes;2;school_bus;5 - 10;43;54;51
48;female;group C;bachelor's degree;free/reduced;none;;sometimes;no;2;private;< 5;;59;56
48;male;group B;;standard;completed;;regularly;no;2;school_bus;5 - 10;93;81;86
48;female;group C;;standard;none;married;sometimes;no;2;school_bus;< 5;;85;90
48;male;group D;some college;standard;completed;married;regularly;yes;3;private;5 - 10;84;69;79
48;female;group D;associate's degree;free/reduced;completed;single;sometimes;no;3;private;5 - 10;57;74;76
48;female;group C;associate's degree;standard;none;single;regularly;yes;3;private;< 5;54;70;68
48;male;group B;high school;standard;none;;regularly;yes;3;private;5 - 10;49;44;44
48;female;group D;associate's degree;standard;none;married;sometimes;yes;4;private;5 - 10;55;72;72
48;male;group D;high school;free/reduced;completed;married;never;no;5;;> 10;65;67;69
48;female;group A;high school;free/reduced;none;;sometimes;yes;5;private;> 10;55;62;56
48;male;group A;some college;standard;none;married;never;yes;5;private;> 10;69;72;66
480;male;group C;some high school;free/reduced;none;divorced;sometimes;yes;0;school_bus;< 5;29;23;21
480;male;group C;high school;free/reduced;none;married;sometimes;yes;0;private;< 5;68;67;63
480;male;group B;bachelor's degree;free/reduced;none;single;regularly;yes;0;school_bus;5 - 10;70;76;73
480;male;group B;high school;standard;completed;married;sometimes;yes;1;private;5 - 10;73;71;68
480;female;;associate's degree;standard;none;single;regularly;no;1;private;5 - 10;91;94;95
480;male;group B;some college;free/reduced;completed;married;regularly;no;1;school_bus;5 - 10;54;64;64
480;female;group E;some college;free/reduced;completed;single;regularly;yes;1;school_bus;5 - 10;53;54;61
480;female;;some college;standard;completed;married;never;yes;1;private;< 5;64;76;83
480;female;;master's degree;standard;none;married;sometimes;no;1;school_bus;5 - 10;71;74;74
480;male;group B;associate's degree;free/reduced;completed;;regularly;yes;1;private;< 5;67;70;67
480;male;group B;;free/reduced;completed;single;sometimes;yes;1;private;< 5;45;55;53
480;male;group C;some high school;free/reduced;;divorced;sometimes;yes;1;school_bus;5 - 10;45;54;48
480;male;group C;high school;free/reduced;completed;married;regularly;no;1;school_bus;< 5;45;44;47
480;female;group C;master's degree;standard;completed;single;never;yes;1;school_bus;5 - 10;82;92;100
480;female;group C;some college;free/reduced;none;married;sometimes;;;school_bus;5 - 10;50;50;60
480;male;group D;bachelor's degree;standard;none;married;regularly;yes;2;school_bus;5 - 10;;71;74
480;female;group B;some college;standard;none;married;never;yes;2;private;5 - 10;66;73;75
480;male;group B;some high school;standard;completed;married;sometimes;no;2;private;> 10;81;74;77
480;female;group B;;free/reduced;completed;single;sometimes;yes;2;private;5 - 10;47;56;62
480;male;;high school;standard;completed;divorced;regularly;no;2;school_bus;5 - 10;;81;75
480;female;group A;high school;standard;completed;married;sometimes;no;3;private;;64;83;84
480;female;group B;bachelor's degree;free/reduced;;married;sometimes;yes;3;school_bus;> 10;76;82;89
480;female;group C;some college;free/reduced;none;married;regularly;yes;3;school_bus;5 - 10;63;72;69
480;female;group C;associate's degree;standard;completed;married;never;no;3;school_bus;5 - 10;75;83;88
480;male;group A;master's degree;standard;none;single;regularly;yes;3;school_bus;5 - 10;64;50;46
480;male;group C;some college;standard;none;single;sometimes;yes;3;private;< 5;59;51;50
480;female;group C;associate's degree;standard;none;divorced;sometimes;yes;3;private;5 - 10;66;67;68
480;male;group A;some high school;standard;completed;divorced;sometimes;no;4;school_bus;5 - 10;84;74;79
480;female;;bachelor's degree;standard;none;married;sometimes;no;4;school_bus;5 - 10;51;70;71
480;male;group D;associate's degree;standard;none;married;sometimes;yes;5;school_bus;< 5;84;78;82
480;female;group C;master's degree;standard;completed;divorced;sometimes;yes;5;school_bus;5 - 10;60;76;78
481;male;group D;bachelor's degree;standard;none;single;sometimes;yes;0;school_bus;> 10;84;79;77
481;male;group B;;standard;none;married;sometimes;yes;0;private;< 5;64;72;68
481;male;group D;some high school;standard;completed;married;;no;1;school_bus;< 5;78;78;82
481;female;group E;bachelor's degree;standard;none;;sometimes;no;1;school_bus;5 - 10;77;78;81
481;female;group D;;standard;none;married;;no;1;private;5 - 10;69;77;80
481;male;group B;high school;standard;completed;married;regularly;no;1;;< 5;83;67;74
481;female;group C;some high school;standard;completed;married;sometimes;no;1;private;5 - 10;53;60;72
481;female;group C;some college;free/reduced;completed;divorced;sometimes;yes;1;private;> 10;63;75;82
481;male;group C;high school;free/reduced;completed;;;yes;1;school_bus;5 - 10;62;70;68
481;male;group E;high school;free/reduced;completed;married;sometimes;yes;;school_bus;< 5;82;71;67
481;male;group D;associate's degree;standard;completed;married;regularly;yes;2;school_bus;5 - 10;86;87;89
481;male;group B;some college;free/reduced;none;married;never;yes;2;private;5 - 10;53;64;58
481;male;group C;;standard;none;married;sometimes;no;2;private;> 10;51;48;48
481;male;group B;associate's degree;standard;completed;married;sometimes;no;2;school_bus;5 - 10;82;78;76
481;female;group B;associate's degree;free/reduced;none;divorced;sometimes;no;2;school_bus;5 - 10;70;76;71
481;female;group D;associate's degree;free/reduced;;married;sometimes;yes;3;school_bus;5 - 10;;59;56
481;male;group D;bachelor's degree;standard;none;married;regularly;yes;3;school_bus;5 - 10;64;61;63
481;female;group B;high school;free/reduced;none;married;sometimes;no;3;school_bus;5 - 10;67;83;76
481;female;group B;some college;standard;none;married;sometimes;yes;3;private;5 - 10;64;59;63
481;male;group D;some college;standard;none;married;regularly;no;3;;> 10;76;67;70
481;male;group B;some college;standard;completed;single;regularly;yes;3;school_bus;5 - 10;79;71;71
481;female;group C;bachelor's degree;standard;completed;divorced;sometimes;yes;3;school_bus;5 - 10;53;71;66
